Product Details,ASIN,Brand,Price,Sales,Revenue,BSR,FBA Fees,Active Sellers #,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Delivery,Dimensions,Weight,Creation Date
15 X CAPRI-SUN ORANGE SPORT 330ml | 15 PACK BUNDLE,B00X68BTUS,Capri Sun,15.78,112,"1,767.36","15,023",7.64,25,4.4,105,1,0,Slamtech Online,Grocery,Large Oversize,MFN,8.4x10.5x7.8,12.3,06-05-2015
1kg CENTRAL AMERICAN COFFEE BEANS El Salvador Cooperative Cuzcachapa | Rounton Coffee Roasters | Roasted in Yorkshire | 100% Arabica | Espresso Coffee Beans | Speciality Coffee Bags,B0862D1FWK,Rounton Coffee,21.50,227,"4,880.50","6,308",5.95,2,4.5,495,9,6,Rounton Coffee,Drinks,Large Oversize,FBA,7.0x11.7x3.2,2.25,18-03-2020
1kg CENTRAL AMERICAN COFFEE BEANS El Salvador Cooperative Cuzcachapa | Rounton Coffee Roasters | Roasted in Yorkshire | 100% Arabica | Espresso Coffee Beans | Speciality Coffee Bags,B0862D1FWK,Rounton Coffee,21.50,227,"4,880.50","6,308",5.95,2,4.5,495,9,6,Rounton Coffee,Drinks,Large Oversize,FBA,7.0x11.7x3.2,2.25,18-03-2020
1kg Coffee Beans DAYBREAK BLEND | Rounton Coffee Roasters | Great Taste Award Winning Coffee 2020 | Roasted in Yorkshire | 100% Arabica Medium Roast Espresso Coffee Beans | Speciality Coffee Bags,B0851D8MCB,Rounton Coffee,21.50,117,"2,515.50","16,803",5.95,2,4.5,129,9,-1,Rounton Coffee,Drinks,Large Oversize,FBA,6.9x11.6x3.5,2.27,21-11-2019
1kg Coffee Beans DAYBREAK BLEND | Rounton Coffee Roasters | Great Taste Award Winning Coffee 2020 | Roasted in Yorkshire | 100% Arabica Medium Roast Espresso Coffee Beans | Speciality Coffee Bags,B0851D8MCB,Rounton Coffee,21.50,117,"2,515.50","16,803",5.95,2,4.5,129,9,-1,Rounton Coffee,Drinks,Large Oversize,FBA,6.9x11.6x3.5,2.27,21-11-2019
1kg Coffee Beans GRANARY BLEND | Rounton Coffee Roasters | Roasted in Yorkshire | 100% Arabica Medium Espresso Coffee Beans | Freshly Roasted Speciality Coffee Bags,B07NYCVMK8,Rounton Coffee,21.50,115,"2,472.50","15,588",5.95,2,4.6,186,9,5,Rounton Coffee,Drinks,Large Oversize,FBA,6.8x11.1x3.5,2.28,23-02-2019
1kg Coffee Beans GRANARY BLEND | Rounton Coffee Roasters | Roasted in Yorkshire | 100% Arabica Medium Espresso Coffee Beans | Freshly Roasted Speciality Coffee Bags,B07NYCVMK8,Rounton Coffee,21.50,115,"2,472.50","15,588",5.95,2,4.6,186,9,5,Rounton Coffee,Drinks,Large Oversize,FBA,6.8x11.1x3.5,2.28,23-02-2019
1kg DECAF COFFEE BEANS | Rounton Coffee Roasters | Chemical Free Sparkling Water Decaffeinated Coffee Beans | Freshly Roasted Decaf Coffee Beans | Strong Espresso Coffee | Specialty Coffee Bags,B07B85ZTV2,Rounton Coffee,24.50,315,"7,717.50","5,324",6.41,2,4.5,345,9,4,Rounton Coffee,Drinks,Large Oversize,FBA,6.7x12.1x3.1,2.27,05-03-2018
1kg DECAF COFFEE BEANS | Rounton Coffee Roasters | Chemical Free Sparkling Water Decaffeinated Coffee Beans | Freshly Roasted Decaf Coffee Beans | Strong Espresso Coffee | Specialty Coffee Bags,B07B85ZTV2,Rounton Coffee,24.50,315,"7,717.50","5,324",6.41,2,4.5,345,9,4,Rounton Coffee,Drinks,Large Oversize,FBA,6.7x12.1x3.1,2.27,05-03-2018
1kg Fresh Californian Premium Walnuts Halves,B07YRRF5GL,FeelGood-Sale,14.75,555,"8,186.25","3,673",4.92,1,4.7,259,4,8,FeelGood-Sale Ltd,Food Cupboard,Large Oversize,FBA,7.7x11.1x3.7,2.45,05-10-2019
1kg Green Coffee Beans | Sumatra Green Coffee Beans for Home Roasting | Raw Whole Unroasted Coffee Beans | 100% Arabica Coffee Beans,B01GBCRLIO,Brown Bottle Coffee Co,13.60,,0,"3,19,620",5.04,1,3.4,5,1,0,,Drinks,,MFN,,2.12,29-05-2016
"1KG Organic Extra Virgin Coconut Oil - Pure, Raw & Cold Pressed",B01HBLIWZA,Nurifi,8.95,167,"1,494.65","5,867",3.39,2,4.7,327,2,9,Nurifi,Food Cupboard,Large Oversize,FBA,4.7x8.6x4.5,3,20-06-2016
1Pc Adjustable Women Bridal Flower Garland - Mori Girl Wreath Snow Yarn Foam Flower Small Cherry Blossom Headdress Hair Accessories Wedding (Blue),B07T851QHT,Ynbb,,,,,,1,,,,0,,Frozen,,,,,17-06-2019
"1pc Ceramic Multifunctional Kitchen Fruit Vegetable Melon Peeler Tool(Blue), Very Suitable for Vegetables and Fruits",B093SSZLP7,Naisedier,2.78,,,"3,50,149",,1,,,,0,BongBA,Grocery,,MFN,,,29-04-2021
"2 Pack Tango Eezy Freezzy 2-in-1 Ice Pops Frozen Lollies Drumsticks 2 x (8 x 75ml) - 16 In Total - Gluten Free, Suitable for Vegetarians, Kosher Approved",B096STZQT8,Sync'T,5.05,28,141.4,"40,233",3.07,3,3.0,1,7,0,Choice Masters,Frozen,Large Oversize,FBA,6.9x10.7x2.8,2.82,07-06-2021
2 x 1 Litre Long Life Vegan Healthy Vitamin Soya Milk Drink Dairy,B086SX76C2,KRISP,7.95,6,47.7,"1,09,440",4.79,1,5.0,8,1,0,Welari,Fresh & Chilled,,MFN,,4.41,06-04-2020
2 x 1 Litre Long Life Vegan Vitamin Almond Milk Drink Dairy,B086SWY71X,KRISP,7.95,0,0,"1,57,597",0.00,,4.7,4,,,Welari,Grocery,,,,,06-04-2020
2 x 1 Litre Unsweetened Roasted Almond Milk Low Fat Vegan Drink,B08LH2Y1XH,KRISP,6.99,41,286.59,"50,874",4.79,3,4.6,10,1,0,Universal Product Solutions,Fresh & Chilled,Large Oversize,MFN,6.3x8.1x2.9,4.61,21-10-2020
2 x 1 LTR Professionals Coconut Soy Milk Drink Lactose & Gluten Free,B08FRKG59X,KRISP,9.21,2,18.42,"1,50,985",4.87,3,4.4,6,2,0,Welari,Fresh & Chilled,,MFN,,4.41,12-08-2020
2 X Kirkland Signature 100% Colombian Filter Coffee Supremo Bean Dark Roast Fine Grind 1.36kg,B00SHGEZWI,kirkland,23.88,354,"8,453.52","5,216",8.18,16,4.8,333,1,5,Slamtech Online,Drinks,Large Oversize,MFN,7.6x12.3x6.1,7.14,07-02-2015
2 X Nin Jiom Pei Pa Koa - Sore Throat Syrup - 100% Natural (Honey Loquat Flavored) (5 Fl. Oz. - 150 Ml.),B015NSLE62,NIN JIOM,8.99,63,566.37,"12,386",3.23,7,4.4,188,2,0,Natural world,Drinks,Large Oversize,FBA,5.2x5.3x2.6,1.85,25-09-2015
2 x San Pellegrino Sparkling Bottled Water 24x500ml (48 Bottles),B00JJNCW78,San Pellegrino,34.49,414,"14,278.86","4,727",12.81,10,4.7,214,1,4,jonaro,Drinks,Large Oversize,MFN,18.1x18.6x12.7,59.17,08-04-2014
2 x San Pellegrino Sparkling Bottled Water 24x500ml (48 Bottles),B00JJNCW78,San Pellegrino,34.49,414,"14,278.86","4,727",12.81,10,4.7,214,1,4,jonaro,Drinks,Large Oversize,MFN,18.1x18.6x12.7,59.17,08-04-2014
200g Organic Roasted Dandelion Coffee Dandelion Root Cut Herb Bitter Tea Beverage,B084JCGTK9,Shopper's Freedom,,,,"1,47,076",,1,4.4,11,2,0,,Drinks,,MFN,,,05-02-2020
200g Professional Candy Floss Cotton Candy Sugar in 51 Different Flavours (Apricot),B08DR56WZT,"Baking, Beauty and Beyond",3.49,"4,538","15,837.62",294,,1,4.3,1426,4,-339,"Baking, Beauty & Beyond",Food Cupboard,,MFN,4.7x7.9x0.8,,26-01-2018
2020 Great Taste 3 Star Gold Award Winning Ginger Kombucha Tea from Blighty Booch | |12 x 330ml Bottles | Live Probiotic |of&G Certified| Healthy Soft Drink | Naturally Fizzy,B0878PCL9H,Blighty Booch Kombucha,38.00,2,76,"1,30,757",,1,3.5,4,9,0,Blighty Booch Kombucha and Blighty Brew Tea,Fresh & Chilled,,MFN,,,18-04-2020
"24 Different Flavours of Tea from around the world - Tea Advent calendar, 2020 Christmas Tea Bag Selection Countdown",B08MZ36KL9,Tartam,12.99,54,701.46,"26,285",4.32,2,4.6,85,7,0,ICMinds,Grocery,Large Oversize,MFN,9.2x13.3x2.0,0.68,08-11-2020
24 x 500 ml Sparkling Natural Mineral Water Fizzy Carbonated Drink,B08KGWSQYV,KRISP,19.99,74,"1,479.26","20,497",9.92,13,4.4,20,2,2,jonaro,Drinks,,MFN,,28.66,17-07-2020
24 x 500ml Sparkling Mineral Water Healthy Fizzy Soft Drink UK,B089NXFGRJ,KRISP,14.77,109,"1,609.93","26,169",9.36,12,4.3,62,1,1,Welari,Drinks,,MFN,,26.46,04-06-2020
24x Case of Sandows Cold Brew Spice Soda Cans,B07D2DRZTS,Sandows,,,,"2,77,425",,1,4.1,5,4,0,Amazon,Drinks,Large Oversize,AMZ,10.4x15.8x3.7,14.2,13-05-2018
25 Soya Milk Substitute Pots,B00XG9MGAO,Champion,6.95,19,132.05,"23,979",2.90,1,4.1,108,1,0,GREAT BRITISH TRADING LIMITED - FREE UK DELIVERY,Fresh & Chilled,Large Oversize,FBA,4.3x4.4x4.3,0.79,10-05-2015
25 Soya Milk Substitute Pots,B00XG9MGAO,Champion,6.95,19,132.05,"23,979",2.90,1,4.1,108,1,0,GREAT BRITISH TRADING LIMITED - FREE UK DELIVERY,Fresh & Chilled,Large Oversize,FBA,4.3x4.4x4.3,0.79,10-05-2015
25 x Twinings Earl Grey Tea ~ Individually Enveloped & Tagged,B07B9KRHYD,Twinings.,2.84,106,301.04,"7,532",1.79,7,4.5,141,1,3,Universal Product Solutions,Drinks,Standard Parcel,FBA,6.2x8.6x0.9,0.13,20-07-2017
25 x Twinings Everyday Teabags - Individual Enveloped & Tagged Tea Bags,B01BR6OD5S,Twinings,1.86,197,366.42,"5,705",1.81,6,4.7,433,1,7,Tea House Direct,Drinks,Small Oversize,FBA,6.5x9.5x0.9,0.26,28-01-2017
25 x Yorkshire Tea Bags - Individual Enveloped Tagged Tea Bags,B00AV3WJ5A,Yorkshire Tea,3.75,165,618.75,"11,508",1.97,7,4.7,313,1,5,Tea House Direct,Drinks,Small Oversize,FBA,8.6x9.8x1.0,0.35,31-12-2012
250g Green Coffee Beans | Colombian Unroasted Coffee Beans | Sourced by Rounton Coffee Roasters | Raw Unroasted Coffee Beans for Home Roasting | Specialty Grade,B08R35FM76,Rounton Coffee,9.50,,0,"2,42,789",,1,5.0,1,7,0,Rounton Coffee,Drinks,,MFN,,,21-12-2020
250g Green Coffee Beans | El Salvador Finca Bosque Lya | Central American Raw Unroasted Green Coffee Beans | Home or Business Coffee Roasting | 100% Arabica Specialty Grade Raw Coffee Beans,B08T5ZNN9H,Rounton Coffee,8.00,,0,"3,28,903",,1,3.0,1,4,0,Rounton Coffee,Drinks,,MFN,,,15-01-2021
250g Green Coffee Beans | Sparkling Water Process Decaf Beans | Sourced by Rounton Coffee Roasters | Raw Unroasted Coffee Beans for Home Roasting,B0862BNKWR,Rounton Coffee,9.50,5,47.5,"1,25,364",,1,5.0,9,5,1,Rounton Coffee,Drinks,,MFN,,,18-03-2020
"2X Connect- Chamomile, Lavender & Honeybush with Valerian (Chamomile)",B071DRYM1L,Positivitea,,,,"2,68,262",,1,5.0,1,1,0,,Drinks,,MFN,,,28-04-2017
"2XWhite Vinegar, 500ml x 2",B07VL7XSP8,Dri Pak,8.10,734,"5,945.40","3,083",,7,4.2,59,1,0,SterlingSaver,Grocery,,MFN,,,27-05-2015
"3 Flavours of Water Kefir: Lemongrass & Ginger - Chilli & Ginger - Cucumber, Mint & Thyme - Low Calorie Soft Drinks - 3 x 330ml Glass Bottles - by King of Kefir",B07GZGXN4Y,King of Kefir,9.99,10,99.9,"83,057",3.73,1,3.8,18,7,0,Bayin Foods,Fresh & Chilled,Large Oversize,FBA,8.2x10.4x3.2,3.42,29-08-2018
"3 in 1 Peeler - Multifunction Speed Y Peeler with Julienne Slicer. Great for Peeling Potato, Carrots and All Types of Vegetable and Fruit. Suitable for Right or Left Handed Users.",B0837SF975,Stylelove,6.69,,0,"12,08,453",3.23,1,4.2,4,7,0,shanxixianghanwenhuachuanmeiyouxiangongsi,Home & Kitchen,Standard Parcel,MFN,5.9x8.7x1.2,0.22,28-12-2019
3 x 1 LTR Non Dairy Protein Plant SOYA Milk Chocolate Vegan Drink Calcium Vitamin,B08R6BN5LX,KRISP,11.50,18,207,"42,160",6.29,1,4.5,2,1,0,Welari,Fresh & Chilled,Large Oversize,MFN,8.0x12.0x4.0,6.61,22-12-2020
3 x 1 LTR Unsweetened Organic SOYA Milk Low Fat Vegan Drink Dairy Free,B08M47YTS1,KRISP,,,,"1,46,202",,1,4.3,11,1,0,,Fresh & Chilled,Large Oversize,MFN,8.6x9.7x2.8,6.91,28-10-2020
3 x 1L Oat Drink Plant Vegan Breakfast Porridge Cereal Tea Coffe Calcium Vitamin,B08ML1YD15,KRISP,9.43,14,132.02,"58,243",5.28,3,4.7,4,1,0,Welari,Fresh & Chilled,,MFN,,7.05,28-10-2020
3 x 1Ltr Cashew Nuts Plant Milk Drink Breakfast Coffee Tea Calcium Low Fat,B08JH4P3C9,KRISP,12.49,13,162.37,"98,564",6.44,3,5.0,9,1,0,Welari,Fresh & Chilled,Large Oversize,FBA,8.7x10.7x2.8,6.97,18-09-2020
3 x 1Ltr Dark Chocolate Cacao Oat Milk Drink Breakfast Sugar Free,B08JH1GCC6,KRISP,,,,"1,40,266",,1,4.2,13,1,0,,Fresh & Chilled,Large Oversize,FBA,8.7x9.0x2.9,7.1,18-09-2020
3 x 1Ltr Hazelnut Plant Milk Drink Breakfast Coffee Tea Calcium Low Fat,B08JH3NC74,KRISP,12.01,18,216.18,"91,507",6.37,3,4.7,19,1,0,Welari,Fresh & Chilled,Large Oversize,FBA,8.2x9.2x2.9,6.99,18-09-2020
3 x 1ltr Professionals Oat Milk No.2,B08RPBXD89,KRISP,8.90,81,720.9,"15,286",4.87,3,4.4,23,1,3,Universal Product Solutions,Fresh & Chilled,,MFN,,4.41,30-12-2020
3 x 1ltr Professionals Oat Milk No.2,B08RPBXD89,KRISP,8.90,81,720.9,"15,286",4.87,3,4.4,23,1,3,Universal Product Solutions,Fresh & Chilled,,MFN,,4.41,30-12-2020
3 x 1Ltr Rice Plant Milk Drink Breakfast Coffee Tea Sugar Free Low Fat,B08JH2V58D,KRISP,11.95,20,239,"47,705",6.36,3,4.5,5,1,0,Welari,Fresh & Chilled,Large Oversize,FBA,9.6x10.3x2.8,7.13,18-09-2020
3 x 85gr Green Banana Chips Crisps Natural Snack,B086868JM5,KRISP,8.55,5,42.75,"1,24,354",2.47,1,3.8,12,1,0,SHK Stores,Grocery,,MFN,,0.56,23-03-2020
3 x 85gr Green Banana Chips Crisps Natural Snack,B086868JM5,KRISP,8.55,5,42.75,"1,24,354",2.47,1,3.8,12,1,0,SHK Stores,Grocery,,MFN,,0.56,23-03-2020
3 x Box 4 Smoothies Orange Mango Real Natural Fruit Juice Kids Lunch School Drink,B093QF8PCH,KRISP,14.95,2,29.9,"1,46,041",6.43,1,5.0,1,2,0,Welari,Drinks,Large Oversize,MFN,8.0x12.0x4.0,4.85,29-04-2021
3 x Box 4 Smoothies Strawberry Banana Real Natural Fruit Juice Kids Lunch School Drink,B08WHCRCVL,KRISP,19.50,4,78,"1,35,971",7.12,1,4.5,2,2,0,Welari,Drinks,,MFN,,4.85,11-02-2021
3 X TASSIMO Costa LATTE Pack (Total 48 Discs - 24 Servings) T Discs Capsules by Tassimo,B01H2T9PRU,Tassimo,17.99,"1,011","18,187.89","2,876",5.05,9,4.7,1777,1,19,Wonderman Tools,Drinks,Large Oversize,MFN,6.7x9.4x6.2,2.47,23-02-2014
3:15PM Authentic Taiwan Bubble Boba Milk Tea with Instant Brown Sugar Tapioca Pearls (3 Packs),B08V4QR54L,3:15pm,7.99,294,"2,349.06","9,777",,2,3.9,267,5,18,Tyche Smart,Drinks,Large Oversize,FBA,4.1x4.8x3.0,0.57,27-01-2021
3:15PM Authentic Taiwan Instant Tapioca Pearls - Black Sugar Flavor - Ready to Eat (4 x 50g),B08V4F3DBH,3:15pm,4.99,63,314.37,"20,548",2.62,1,4.1,25,4,1,Tyche Smart,Drinks,Large Oversize,FBA,4.8x12.7x1.7,0.55,05-02-2021
30 x 15g Nutella Spread Portions by Ferrero,B00O8ZCQH8,Nutella,6.99,190,"1,328.10","5,858",3.07,7,4.6,304,3,4,Universal Product Solutions,Food Cupboard,Large Oversize,FBA,6.5x7.1x2.8,1.28,03-09-2015
300g / 10.58oz 2014 Year Supreme Remote Mountain Wild White Peony Tea - Bai Mu Dan King Chinese White Tea Cake - Low Caffeine,B07MJBCXFT,GOARTEA,79.98,1,79.98,"1,09,758",,1,4.6,2,4,0,GOARTEA,Drinks,,MFN,,,08-01-2019
357g Pu erh (raw) YUE GUANG BAI - Compressed Tea Cake - 2013 - SSN 357.121 - Abbey Tea Ltd,B08CT7WWQ8,Abbey Tea Ltd,44.60,1,44.6,"85,416",,1,,,4,0,Abbey Tea Ltd,Drinks,,MFN,,,12-07-2020
3Omega6 Dairy Free Drink Sweetened with Flax Oil 1 Litre (Pack of 12),B00GHKWV2C,3Omega6',,,,"6,42,243",,1,4.0,1,8,0,,Fresh & Chilled,Large Oversize,,7.9x14.6x7.6,27.69,06-11-2013
3Omega6 Dairy Free Drink Unsweetened with Flax Oil 1 Litre (Pack of 12),B00GHKWV5E,3Omega6',,,,"5,51,314",,1,4.5,3,8,0,,Fresh & Chilled,Large Oversize,,8.0x14.5x7.7,27.56,03-11-2013
3X CPD Water Bottle for Office Water Cooler Systems 15 Litre Ref VDBW15,B01ID8ZJME,KINGSHILL NATURAL MINERAL WATER,25.50,548,"13,974.00","3,865",,2,4.6,416,2,5,Cameron Water Ltd,Grocery,Large Oversize,MFN,8.3x20.1x8.3,35.05,13-05-2016
3X CPD Water Bottle for Office Water Cooler Systems 15 Litre Ref VDBW15,B01ID8ZJME,KINGSHILL NATURAL MINERAL WATER,25.50,548,"13,974.00","3,865",,2,4.6,416,2,5,Cameron Water Ltd,Grocery,Large Oversize,MFN,8.3x20.1x8.3,35.05,13-05-2016
4 x 35 Perrier Sparkling Water 250ml Cans (140 Total),B00MFRAEP2,Perrier,61.99,41,"2,541.59","23,710",,6,4.5,22,1,0,TheWholesaleHub,Drinks,,MFN,,,05-08-2014
5 x Twinings Everyday Individual Enveloped Tea Bags,B00OHYFLFE,Twinings,2.99,364,"1,088.36","3,236",,2,4.7,206,1,9,AB GROCERIES,Drinks,,MFN,,,14-10-2014
50 Nescafe Gold Blend Decaff - 50 Individual sachets,B008UUYEHC,NESCAFÉ,3.99,182,726.18,"6,848",1.99,5,4.6,76,1,1,Tea House Direct,Drinks,Small Oversize,FBA,8.6x9.6x1.0,0.35,08-08-2012
50 Nespresso Capsules Arpeggio Coffee NEW,B0049AH2Z8,Nespresso,25.22,"1,018","25,673.96","2,238",6.19,29,4.6,570,9,5,Café Diamant,Drinks,Large Oversize,FBA,9.6x11.5x1.6,0.86,02-10-2011
"50 NESPRESSO COFFEE CAPSULES (10 x VOLLUTO, 10 x ROMA, 10 x COSI, 10 x VIVALTO LUNGO, 10 x ARPEGGIO)",B00BJB1L5C,Nespresso,24.99,"1,146","28,638.54","1,824",6.32,21,4.7,3976,8,14,Coffee Lyrics,Drinks,Large Oversize,FBA,7.8x11.8x2.1,1.04,22-02-2013
50 SOYA Milk Substitute Pots,B00XG9MJ74,Champion/Great British Trading,7.95,65,516.75,"10,087",3.15,1,4.0,201,1,2,GREAT BRITISH TRADING LIMITED - FREE UK DELIVERY,Fresh & Chilled,Large Oversize,FBA,5.3x9.3x5.3,1.46,10-05-2015
50 SOYA Milk Substitute Pots,B00XG9MJ74,Champion/Great British Trading,7.95,65,516.75,"10,087",3.15,1,4.0,201,1,2,GREAT BRITISH TRADING LIMITED - FREE UK DELIVERY,Fresh & Chilled,Large Oversize,FBA,5.3x9.3x5.3,1.46,10-05-2015
50 x Nescafe Dolce Gusto® Cappuccino Milk Pods,B003EAAMRO,Dolce Gusto,19.49,436,"8,497.64","3,584",5.64,11,4.7,658,1,9,E.U. Xtores,Drinks,Large Oversize,FBA,6.3x9.2x5.6,2.4,27-03-2010
50 x Twinings Everyday Teabags - Individual Enveloped & Tagged Tea Bags,B01BR6OEZM,Twinings,3.99,754,"3,008.46","2,616",1.99,10,4.7,675,2,12,Tea House Direct,Drinks,Small Oversize,FBA,8.5x9.8x0.9,0.44,14-02-2016
500g Green Coffee Beans | Brazilian Family Farm Unroasted Coffee Beans | Sourced by Rounton Coffee Roasters | Raw Unroasted Coffee Beans for Home Roasting | Specialty Grade,B08TKCY4Z4,Rounton Coffee,9.50,10,95,"60,000",,1,4.5,2,4,0,Rounton Coffee,Drinks,,MFN,,,22-01-2021
500g Organic Roasted Dandelion Coffee Dandelion Root Cut Herb Bitter Tea Beverage,B084JLXFLY,Shopper's Freedom,,,,"2,04,328",,1,5.0,3,2,0,,Drinks,,MFN,,,05-02-2020
500gram Loose Leaf Green Tea by Mokhtar of London,B072N34Z6X,Mokhtar Green Tea,7.44,97,721.68,"11,602",3.64,9,4.4,147,9,4,uk-unique,Grocery,Large Oversize,MFN,4.8x6.9x3.5,1.23,12-06-2017
500ml Water glass★Sodium silicate★liquid glass★Make sure to checkout with Minerals-water.ltd to get what's on the picture★,B00BVZ66JC,Minerals-water.ltd,7.97,22,175.34,"45,169",4.63,1,4.3,30,2,0,vital minerals,Grocery,,MFN,,2.2,23-03-2013
6 Popping Boba for Bubble Tea Selection Pack,B01IFBGW84,PopaBall,25.99,37,961.63,"19,622",6.63,1,4.4,56,7,1,The *TeaShed,Drinks,Large Oversize,MFN,6.3x6.5x6.1,2.12,14-07-2016
6 x 1.5 Ltr Bottle Natural Spring Still Mineral Water Hydrate Soft Drink,B08HS8LP6F,KRISP,11.34,110,"1,247.40","17,382",7.00,9,4.1,35,1,0,DIY & Home,Drinks,,MFN,,19.84,10-09-2020
"6 x Made Marion Gluten Free Cheese & Veg Pasties (GF),(V)",B09K82DX9M,The Cornish Hamper,30.99,,,,,1,,,,0,The Cornish Hamper Store,Frozen,,MFN,,,25-10-2021
60 Nespresso Compatible Capsules - Il Caffè Italiano - Tour d' Italia Tasting Kit with Various intensities - FRHOME,B07PMXTCB1,FRHOME,,,,"1,76,060",,1,3.8,385,5,0,,Drinks,Large Oversize,FBA,6.4x6.8x6.1,1.41,25-11-2016
6pcs Artificial Decoration Pear Plastic Green Pears for Home Party Dispaly Festival Decoration Props,B085L8618H,Bontand,4.60,,,"2,07,683",,4,5.0,1,,0,Blink Shipping,Grocery,,MFN,,,06-03-2020
6x Condorelli Latte di mandorla 1l Almond Milk Drink Unsweetened,B01KIIBAMA,Condorelli,35.05,0,0,0,0.00,,,,,,ITALIAFOODEXPRESS,Fresh & Chilled,,,,,24-12-2018
8 x 1Litre SOYA Original Milk Drink Sugar Free Low Fat Vegeterian,B08YNVSWDB,KRISP,19.50,4,78,"58,593",9.66,3,3.0,1,1,0,Welari,Fresh & Chilled,Large Oversize,MFN,13.0x18.5x12.5,18.52,17-03-2021
"80 x Nescafé Dolce Gusto Chai Tea Latte, Tea Capsule, Large Package, 80 Capsules (40 Servings)",B00HJPW1CO,Nescafé Dolce Gusto,27.60,1,27.6,"68,976",6.88,2,4.7,128,4,0,E.U. Xtores,Grocery,Large Oversize,MFN,9.8x14.2x4.8,2.69,10-12-2014
80g (40g Tin & 40g Refill) Organic Matcha Green Tea Powder Japanese Ceremonial Grade from Uji Kyoto,B07Y58Y2MS,Spring Blossom,21.99,312,"6,860.88","5,136",5.55,2,4.5,647,9,0,Spring Blossom UK,Drinks,Small Oversize,FBA,3.9x5.4x2.4,0.29,30-06-2019
9 x 1.5 Ltr Bottle Natural Spring Still Mineral Water Hydrate Soft Drink,B08HS78PT4,KRISP,15.27,92,"1,404.84","20,528",9.43,7,4.5,42,1,0,DIY & Home,Drinks,,MFN,,26.46,10-09-2020
9 x 85g Sweet Plantain Chips Crisps Snack,B089WJT1QR,KRISP,12.95,43,556.85,"25,407",4.63,2,4.6,41,2,0,Welari,Grocery,Large Oversize,MFN,7.4x14.3x6.2,2.18,19-05-2021
9 x 85g Sweet Plantain Chips Crisps Snack,B089WJT1QR,KRISP,12.95,43,556.85,"25,407",4.63,2,4.6,41,2,0,Welari,Grocery,Large Oversize,MFN,7.4x14.3x6.2,2.18,19-05-2021
9 x 85g Sweet Plantain Chips Crisps Snack,B089WJT1QR,KRISP,12.95,43,556.85,"25,407",4.63,2,4.6,41,2,0,Welari,Grocery,Large Oversize,MFN,7.4x14.3x6.2,2.18,19-05-2021
A & W A&W Root Beer Cans 355ml(Pack of 12),B0080XEQEU,A & W,11.75,236,"2,773.00","5,335",7.25,5,4.7,823,5,7,Blue Mountain Peak,Drinks,Large Oversize,MFN,5.4x15.8x4.9,10.34,09-05-2012
"A.Vogel Golden Rod & Knotgrass Cleansing Herb Tea Blend | Organically Grown Herbs | Golden Rod, Wild Pansy, Horsetail, Knotgrass & Birch Leaves | 25 Teabags",B00T85H920,A.Vogel,6.99,27,188.73,"62,939",2.76,3,4.7,10,1,0,A.Vogel,Grocery,Standard Parcel,FBA,3.0x5.9x2.6,0.22,05-02-2015
Abe's Tea | Rooibos Tea | Premium Whole Loose Leaf Tea | Appel Strudel | Flavour: Apple Strudel | 100 Gram | 100% Natural Leaves from South Africa,B07TBGHNQW,Abe's Tea,8.94,10,89.4,"94,842",2.94,1,4.4,3,9,0,Abe's Tea,Drinks,Standard Parcel,FBA,3.3x6.7x2.0,0.18,20-11-2019
"Abe's Tea | White Tea | Premium Whole Loose Leaf Tea | Young Tea Buds from Yunnan | Flavour: Semi-Sweet, Mild Aroma | 50 Gram | Aromatic, Natural and Ripe White Tea | 100% Natural Leaves from China",B07T5SC9DG,Abe's Tea,14.21,2,28.42,"1,10,910",4.38,1,4.3,4,6,0,Abe's Tea,Drinks,Standard Parcel,FBA,2.8x6.7x1.6,0.11,20-06-2019
"Absolut Juice Apple Edition, 50 cl",B07D9BKX76,Absolut,,259,,"8,416",,1,4.7,1339,6,4,Amazon,"Beer, Wine & Spirits",Large Oversize,AMZ,4.6x14.7x4.6,2.56,18-05-2018
"Absolut Juice Apple Edition, 50 cl",B07D9BKX76,Absolut,,259,,"8,416",,1,4.7,1339,6,4,Amazon,"Beer, Wine & Spirits",Large Oversize,AMZ,4.6x14.7x4.6,2.56,18-05-2018
"Absolute Aromas Fractionated Coconut Oil 1L - 100% Pure, Unscented and Natural Carrier Oil - For Massage, Aromatherapy and Blending Essentials Oils - Use on Hair and Skin",B07SHV6SYX,Absolute Aromas,17.99,340,"6,116.60","6,364",5.41,1,4.4,359,7,2,Absolute Aromas,Grocery,Large Oversize,FBA,3.3x8.7x3.3,2.23,11-06-2018
"ABTEY Dark Chocolate Liqueur Advent Calendar 290g - 2021 Limited Edition - Assortment of Marc de Champange, Cointreau, Label 5 Scotch Whiskey, CAMUS VSOP Cognac & others",B09H7JTZZG,abtey,12.99,967,"12,561.33",912,4.49,1,5.0,10,5,0,PVL Trade,Food Cupboard,Large Oversize,FBA,9.6x13.5x1.9,1.01,27-09-2021
"Acai Berry Puree, Frozen, Ponthier, 1kg",B07RZSY749,Ponthier,36.38,,0,"1,84,810",,1,1.5,2,1,0,Fine Food Specialist,Frozen,,MFN,,,21-05-2019
